"------------------------------------------------------------------------------------------ "
"  Spline of the atmospheric CO2 record based on ice core data before 1958,                 "
"  (Ethridge et. al., 1996; MacFarling Meure et al., 2006) and                              "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1958 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  in situ data is based on simple average of Mauna Loa and South Pole from values on Jan 1 "
"                                                                                           "   
"  For Mauna Loa Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m     "
"  For South Pole: Latitude 90.0°S Elevation 2810m                                          "
"                                                                                           "
"   Scripps CO2 Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker     "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of Scripps CO2 data and correspondence:                                          "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Sample Date,       CO2                                                                  "
"   (year CE),        (ppm)                                                                 "
   1, 276.058
   2, 276.106
   3, 276.158
   4, 276.213
   5, 276.271
   6, 276.332
   7, 276.395
   8, 276.461
   9, 276.527
  10, 276.596
  11, 276.665
  12, 276.735
  13, 276.806
  14, 276.876
  15, 276.947
  16, 277.017
  17, 277.085
  18, 277.153
  19, 277.219
  20, 277.284
  21, 277.346
  22, 277.406
  23, 277.463
  24, 277.517
  25, 277.567
  26, 277.614
  27, 277.657
  28, 277.695
  29, 277.728
  30, 277.757
  31, 277.780
  32, 277.799
  33, 277.813
  34, 277.823
  35, 277.828
  36, 277.830
  37, 277.828
  38, 277.823
  39, 277.815
  40, 277.804
  41, 277.791
  42, 277.774
  43, 277.757
  44, 277.737
  45, 277.715
  46, 277.693
  47, 277.669
  48, 277.644
  49, 277.619
  50, 277.593
  51, 277.568
  52, 277.542
  53, 277.517
  54, 277.493
  55, 277.469
  56, 277.447
  57, 277.426
  58, 277.407
  59, 277.389
  60, 277.372
  61, 277.356
  62, 277.342
  63, 277.329
  64, 277.317
  65, 277.306
  66, 277.297
  67, 277.288
  68, 277.281
  69, 277.275
  70, 277.270
  71, 277.265
  72, 277.262
  73, 277.260
  74, 277.258
  75, 277.258
  76, 277.258
  77, 277.259
  78, 277.261
  79, 277.263
  80, 277.267
  81, 277.271
  82, 277.275
  83, 277.280
  84, 277.286
  85, 277.293
  86, 277.300
  87, 277.307
  88, 277.315
  89, 277.323
  90, 277.332
  91, 277.341
  92, 277.350
  93, 277.360
  94, 277.370
  95, 277.381
  96, 277.391
  97, 277.402
  98, 277.413
  99, 277.424
 100, 277.435
 101, 277.446
 102, 277.457
 103, 277.469
 104, 277.480
 105, 277.491
 106, 277.502
 107, 277.513
 108, 277.524
 109, 277.536
 110, 277.548
 111, 277.560
 112, 277.572
 113, 277.585
 114, 277.599
 115, 277.613
 116, 277.627
 117, 277.643
 118, 277.659
 119, 277.677
 120, 277.695
 121, 277.714
 122, 277.735
 123, 277.757
 124, 277.780
 125, 277.804
 126, 277.830
 127, 277.857
 128, 277.886
 129, 277.916
 130, 277.949
 131, 277.983
 132, 278.018
 133, 278.056
 134, 278.096
 135, 278.138
 136, 278.182
 137, 278.228
 138, 278.276
 139, 278.326
 140, 278.378
 141, 278.432
 142, 278.487
 143, 278.543
 144, 278.601
 145, 278.660
 146, 278.720
 147, 278.780
 148, 278.841
 149, 278.903
 150, 278.965
 151, 279.027
 152, 279.090
 153, 279.152
 154, 279.214
 155, 279.276
 156, 279.337
 157, 279.397
 158, 279.457
 159, 279.516
 160, 279.574
 161, 279.631
 162, 279.686
 163, 279.740
 164, 279.792
 165, 279.842
 166, 279.890
 167, 279.937
 168, 279.981
 169, 280.023
 170, 280.062
 171, 280.099
 172, 280.135
 173, 280.168
 174, 280.199
 175, 280.229
 176, 280.257
 177, 280.283
 178, 280.308
 179, 280.332
 180, 280.355
 181, 280.377
 182, 280.397
 183, 280.417
 184, 280.436
 185, 280.454
 186, 280.472
 187, 280.489
 188, 280.506
 189, 280.523
 190, 280.540
 191, 280.557
 192, 280.574
 193, 280.591
 194, 280.608
 195, 280.627
 196, 280.645
 197, 280.664
 198, 280.685
 199, 280.705
 200, 280.728
 201, 280.751
 202, 280.775
 203, 280.801
 204, 280.828
 205, 280.856
 206, 280.885
 207, 280.915
 208, 280.946
 209, 280.977
 210, 281.008
 211, 281.040
 212, 281.071
 213, 281.102
 214, 281.133
 215, 281.163
 216, 281.193
 217, 281.221
 218, 281.249
 219, 281.275
 220, 281.300
 221, 281.323
 222, 281.344
 223, 281.364
 224, 281.381
 225, 281.396
 226, 281.408
 227, 281.418
 228, 281.425
 229, 281.429
 230, 281.430
 231, 281.429
 232, 281.425
 233, 281.418
 234, 281.409
 235, 281.397
 236, 281.383
 237, 281.367
 238, 281.349
 239, 281.329
 240, 281.307
 241, 281.284
 242, 281.258
 243, 281.232
 244, 281.203
 245, 281.174
 246, 281.143
 247, 281.111
 248, 281.078
 249, 281.044
 250, 281.009
 251, 280.974
 252, 280.937
 253, 280.901
 254, 280.863
 255, 280.826
 256, 280.788
 257, 280.750
 258, 280.712
 259, 280.675
 260, 280.637
 261, 280.599
 262, 280.562
 263, 280.526
 264, 280.490
 265, 280.455
 266, 280.420
 267, 280.387
 268, 280.354
 269, 280.322
 270, 280.292
 271, 280.263
 272, 280.235
 273, 280.209
 274, 280.184
 275, 280.161
 276, 280.140
 277, 280.120
 278, 280.102
 279, 280.085
 280, 280.069
 281, 280.054
 282, 280.040
 283, 280.027
 284, 280.015
 285, 280.003
 286, 279.993
 287, 279.982
 288, 279.972
 289, 279.962
 290, 279.952
 291, 279.943
 292, 279.933
 293, 279.923
 294, 279.913
 295, 279.902
 296, 279.891
 297, 279.880
 298, 279.867
 299, 279.854
 300, 279.840
 301, 279.825
 302, 279.809
 303, 279.791
 304, 279.772
 305, 279.752
 306, 279.731
 307, 279.709
 308, 279.685
 309, 279.660
 310, 279.634
 311, 279.607
 312, 279.578
 313, 279.548
 314, 279.517
 315, 279.485
 316, 279.452
 317, 279.417
 318, 279.381
 319, 279.344
 320, 279.306
 321, 279.267
 322, 279.226
 323, 279.185
 324, 279.142
 325, 279.098
 326, 279.053
 327, 279.007
 328, 278.959
 329, 278.911
 330, 278.861
 331, 278.810
 332, 278.759
 333, 278.706
 334, 278.653
 335, 278.599
 336, 278.544
 337, 278.488
 338, 278.433
 339, 278.377
 340, 278.320
 341, 278.264
 342, 278.207
 343, 278.150
 344, 278.094
 345, 278.037
 346, 277.981
 347, 277.925
 348, 277.869
 349, 277.814
 350, 277.759
 351, 277.705
 352, 277.652
 353, 277.600
 354, 277.548
 355, 277.498
 356, 277.448
 357, 277.400
 358, 277.353
 359, 277.307
 360, 277.263
 361, 277.220
 362, 277.179
 363, 277.140
 364, 277.102
 365, 277.066
 366, 277.032
 367, 277.000
 368, 276.969
 369, 276.941
 370, 276.914
 371, 276.889
 372, 276.865
 373, 276.843
 374, 276.823
 375, 276.804
 376, 276.786
 377, 276.770
 378, 276.756
 379, 276.743
 380, 276.731
 381, 276.720
 382, 276.710
 383, 276.702
 384, 276.695
 385, 276.689
 386, 276.684
 387, 276.680
 388, 276.677
 389, 276.675
 390, 276.674
 391, 276.673
 392, 276.674
 393, 276.675
 394, 276.677
 395, 276.680
 396, 276.683
 397, 276.687
 398, 276.692
 399, 276.697
 400, 276.703
 401, 276.709
 402, 276.715
 403, 276.722
 404, 276.729
 405, 276.737
 406, 276.744
 407, 276.752
 408, 276.760
 409, 276.769
 410, 276.777
 411, 276.785
 412, 276.793
 413, 276.802
 414, 276.810
 415, 276.818
 416, 276.826
 417, 276.834
 418, 276.841
 419, 276.848
 420, 276.855
 421, 276.862
 422, 276.868
 423, 276.873
 424, 276.878
 425, 276.883
 426, 276.887
 427, 276.890
 428, 276.893
 429, 276.895
 430, 276.897
 431, 276.897
 432, 276.898
 433, 276.897
 434, 276.896
 435, 276.894
 436, 276.892
 437, 276.889
 438, 276.886
 439, 276.882
 440, 276.878
 441, 276.873
 442, 276.868
